paper_version,experimental_lineage,table,category,strategy_or_variant,subgroup,regime_or_portfolio,metric,published_value,cell_kind,native_maci_output,duplicate_measurement_group,author_output_verified,native_regenerated_value,paper_result_credit,note,author_output_value,author_output_source
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,All,Vol_pct,41.65,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",41.65,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,All,SR,0.095,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",0.095,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,All,MDD_pct,-31.31,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",-31.31,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,All,Win_pct,50.0,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",50.0,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bull,Cum_pct,21.13,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",21.13,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bull,Avg_pct,0.86,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",0.86,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bull,Vol_pct,40.82,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",40.82,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bull,SR,1.1,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",1.1,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bull,MDD_pct,-16.67,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",-16.67,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bull,Win_pct,51.9,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",51.9,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bear,Cum_pct,-26.0,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",-26.0,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bear,Avg_pct,-1.78,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",-1.78,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bear,Vol_pct,46.82,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",46.82,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bear,SR,-1.976,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",-1.976,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bear,MDD_pct,-11.52,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",-11.52,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Hold,MCap Hold,GPT-4o,Bear,Win_pct,40.0,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",40.0,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,All,Cum_pct,13.82,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,80.45,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,All,Avg_pct,0.67,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,1.53,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,All,Vol_pct,66.37,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,67.0,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,All,SR,0.522,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,1.187,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,All,MDD_pct,-44.01,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-35.68,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,All,Win_pct,48.1,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,51.9,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bull,Cum_pct,73.16,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,135.76,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bull,Avg_pct,2.45,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,3.72,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bull,Vol_pct,66.47,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,78.07,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bull,SR,1.916,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,2.48,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bull,MDD_pct,-22.59,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-15.42,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bull,Win_pct,55.6,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",55.6,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bear,Cum_pct,-40.64,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-25.35,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bear,Avg_pct,-2.97,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-1.67,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bear,Vol_pct,68.75,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,53.23,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bear,SR,-2.243,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-1.63,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bear,MDD_pct,-20.8,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-14.26,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,LSTM,GPT-4o,Bear,Win_pct,40.0,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,46.7,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,All,Cum_pct,74.89,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,79.19,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,All,Avg_pct,1.4,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,1.44,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,All,Vol_pct,58.77,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,58.71,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,All,SR,1.236,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,1.279,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,All,MDD_pct,-26.37,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-27.97,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,All,Win_pct,53.8,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,51.9,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bull,Cum_pct,105.12,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,107.34,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bull,Avg_pct,3.06,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,3.09,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bull,Vol_pct,64.4,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,63.39,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bull,SR,2.47,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,2.534,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bull,MDD_pct,-16.51,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-15.65,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bull,Win_pct,63.0,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,55.6,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bear,Cum_pct,-22.24,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-21.34,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bear,Avg_pct,-1.45,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-1.35,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bear,Vol_pct,47.61,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,49.69,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bear,SR,-1.583,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-1.417,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bear,MDD_pct,-10.95,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-11.09,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Informer,GPT-4o,Bear,Win_pct,46.7,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,53.3,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,All,Cum_pct,8.72,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,10.38,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,All,Avg_pct,0.48,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,0.51,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,All,Vol_pct,58.31,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,58.33,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,All,SR,0.428,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,0.454,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,All,MDD_pct,-35.22,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-34.23,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,All,Win_pct,46.2,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",46.2,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,Bull,Cum_pct,46.45,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,48.55,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,Bull,Avg_pct,1.75,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,1.81,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,Bull,Vol_pct,60.83,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,60.85,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,Bull,SR,1.499,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,1.544,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,Bull,MDD_pct,-17.96,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",-17.96,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,Bull,Win_pct,51.9,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",51.9,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,Bear,Cum_pct,-32.26,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,-32.21,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,Bear,Avg_pct,-2.24,direct_result,False,,True,,False,"Printed unit matches the pinned author-repository table; this is output correspondence, not regeneration from released inputs.",-2.24,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
v3,v3_three_architecture_calendar_2025,performance,Deep Learning,Autoformer,GPT-4o,Bear,Vol_pct,58.05,direct_result,False,,False,,False,Pinned author-repository table differs from the final paper; no input-to-output run lineage regenerates either value.,57.97,lyc0603/cryptoMAS@318e0fe905fed8b7f544322c3db1dfed6784d178:tables/performance.tex
