paper_table,model,asset,metric,paper_value,reproduced_value,reproduction_scope,current_public_response_verification,paper_result_credit,native_flag_trader_result_credit,status
Table 1,DeepSeek-V2-Lite (15.7B),JNJ,SR,-0.670,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,DeepSeek-V2-Lite (15.7B),JNJ,AV_pct,18.773,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,DeepSeek-V2-Lite (15.7B),JNJ,MDD_pct,17.806,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,DeepSeek-V2-Lite (15.7B),UVV,CR_pct,33.560,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,DeepSeek-V2-Lite (15.7B),UVV,SR,1.703,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,DeepSeek-V2-Lite (15.7B),UVV,AV_pct,33.099,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,DeepSeek-V2-Lite (15.7B),UVV,MDD_pct,12.984,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,MSFT,CR_pct,19.333,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,MSFT,SR,1.094,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,MSFT,AV_pct,29.690,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,MSFT,MDD_pct,9.428,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,JNJ,CR_pct,18.606,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,JNJ,SR,1.611,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,JNJ,AV_pct,19.409,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,JNJ,MDD_pct,10.986,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,UVV,CR_pct,49.415,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,UVV,SR,2.410,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,UVV,AV_pct,34.446,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Yi-1.5-9B-Chat,UVV,MDD_pct,11.430,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,MSFT,CR_pct,22.703,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,MSFT,SR,1.322,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,MSFT,AV_pct,28.855,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,MSFT,MDD_pct,7.385,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,JNJ,CR_pct,13.988,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,JNJ,SR,1.486,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,JNJ,AV_pct,20.460,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,JNJ,MDD_pct,9.969,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,UVV,CR_pct,41.108,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,UVV,SR,1.981,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,UVV,AV_pct,34.866,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Llama-3.1-8B-Instruct,UVV,MDD_pct,16.429,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,MSFT,CR_pct,-10.305,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,MSFT,SR,-0.724,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,MSFT,AV_pct,23.937,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,MSFT,MDD_pct,23.371,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,JNJ,CR_pct,21.852,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,JNJ,SR,0.980,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,JNJ,AV_pct,37.425,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,JNJ,MDD_pct,9.573,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,UVV,CR_pct,11.752,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,UVV,SR,0.853,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,UVV,AV_pct,22.988,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,Qwen-2.5-Instruct-7B,UVV,MDD_pct,15.451,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,MSFT,CR_pct,20.106,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,MSFT,SR,1.373,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,MSFT,AV_pct,24.932,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,MSFT,MDD_pct,9.428,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,JNJ,CR_pct,33.724,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,JNJ,SR,3.344,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,JNJ,AV_pct,17.174,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,JNJ,MDD_pct,9.320,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,UVV,CR_pct,46.799,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,UVV,SR,1.463,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,UVV,AV_pct,67.758,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 1,SmolLM2-135M-Instruct,UVV,MDD_pct,35.039,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Buy & Hold,HON,CR_pct,33.256,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Buy & Hold,HON,SR,2.347,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Buy & Hold,HON,AV_pct,23.967,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Buy & Hold,HON,MDD_pct,9.195,9.194873327,author_linked_investorbench_baseline,False,True,False,reproduced_author_linked_baseline_cell
Table 2,Buy & Hold,TSLA,CR_pct,39.244,39.243875147,pinned_current_yahoo_response_not_paper_time_lineage,True,False,False,verified_current_response_not_paper_time_input_lineage
Table 2,Buy & Hold,TSLA,SR,0.869,0.869170899,pinned_current_yahoo_response_not_paper_time_lineage,True,False,False,verified_current_response_not_paper_time_input_lineage
Table 2,Buy & Hold,TSLA,AV_pct,75.854,75.853563811,pinned_current_yahoo_response_not_paper_time_lineage,True,False,False,verified_current_response_not_paper_time_input_lineage
Table 2,Buy & Hold,TSLA,MDD_pct,37.975,37.975318670,pinned_current_yahoo_response_not_paper_time_lineage,True,False,False,verified_current_response_not_paper_time_input_lineage
Table 2,Buy & Hold,BTC,CR_pct,21.821,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Buy & Hold,BTC,SR,0.683,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Buy & Hold,BTC,AV_pct,37.426,37.426284890,author_linked_investorbench_baseline,False,True,False,reproduced_author_linked_baseline_cell
Table 2,Buy & Hold,BTC,MDD_pct,20.796,20.795798903,author_linked_investorbench_baseline,False,True,False,reproduced_author_linked_baseline_cell
Table 2,Palmyra-Fin-70B,HON,CR_pct,20.016,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Palmyra-Fin-70B,HON,SR,1.464,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Palmyra-Fin-70B,HON,AV_pct,22.974,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Palmyra-Fin-70B,HON,MDD_pct,6.824,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Palmyra-Fin-70B,TSLA,CR_pct,-6.661,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Palmyra-Fin-70B,TSLA,SR,-0.222,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Palmyra-Fin-70B,TSLA,AV_pct,50.379,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Palmyra-Fin-70B,TSLA,MDD_pct,25.820,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
Table 2,Palmyra-Fin-70B,BTC,CR_pct,-20.812,,,False,False,False,not_reproduced_no_exact_model_actions_trajectory_or_result_output
