historical_path,contains_result_output_log_trace_checkpoint_submission_or_score_keyword,selected_artifact_candidate,path_role,attributable_to_published_75_competition_three_seed_run,paper_result_credit
openai_request/helloworld.py,False,False,ordinary_historical_source_path,False,False
openai_request/response.json,False,False,ordinary_historical_source_path,False,False
output_dir/aggregated_results.csv,True,True,pre_v1_three_competition_researcher_diagnostic,False,False
output_dir/results.csv,True,True,pre_v1_three_competition_researcher_diagnostic,False,False
output_dir/results_filtered.csv,True,True,pre_v1_three_competition_researcher_diagnostic,False,False
pyproject.toml,False,False,ordinary_historical_source_path,False,False
rdagent/app/CI/README.md,False,False,ordinary_historical_source_path,False,False
rdagent/app/CI/ci.ipynb,False,False,ordinary_historical_source_path,False,False
rdagent/app/CI/prompts.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/CI/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/CI/run.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/agentic_sys/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/agentic_sys/loop.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/benchmark/factor/analysis.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/benchmark/factor/comparison_plot.png,False,False,ordinary_historical_source_path,False,False
rdagent/app/benchmark/factor/eval.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/benchmark/model/README.md,False,False,ordinary_historical_source_path,False,False
rdagent/app/benchmark/model/eval.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/cli.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/data mining/README.md,False,False,ordinary_historical_source_path,False,False
rdagent/app/data_mining/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/data_mining/model.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/data_processing/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/data_processing/feature.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/data_science/agent_dist/README.md,False,False,ordinary_historical_source_path,False,False
rdagent/app/data_science/agent_dist/agents.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/data_science/agent_dist/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/data_science/agent_dist/ctrl_agent.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/data_science/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/data_science/debug.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/data_science/loop.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/factor_extraction_and_code/factor_extract_and_implement.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/factor_extraction_and_implementation/factor_extract_and_implement.ipynb,False,False,ordinary_historical_source_path,False,False
rdagent/app/factor_extraction_and_implementation/factor_extract_and_implement.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/factor_implementation/eval_implement.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/feature_engineering/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/feature_engineering/feature.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/data_science/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/data_science/loop.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/data_science/scen.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/data_science/tpl/components/coder/data_science/pipeline/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/data_science/tpl/scenarios/data_science/proposal/exp_gen/prompts_v2.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/README.md,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/coder.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/eval.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/job/README.md,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/job/run_ft_job.sh,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/job/scenarios.json,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/job/tasks.json.example,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/loop.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/prompts.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/proposal.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/runner.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/scen.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/tasks.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/tpl/components/coder/data_science/pipeline/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/tpl/scenarios/data_science/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/tpl/scenarios/data_science/proposal/exp_gen/prompts_v2.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/tpl/scenarios/data_science/scen/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/app.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/benchmarks/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/benchmarks/base.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/benchmarks/bioprobench.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/benchmarks/chemcotbench.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/benchmarks/financeiq.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/benchmarks/panorama.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/benchmarks/tablebench.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/components.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/config.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/data_loader.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/llm/ui/ft_summary.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/share/eval.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/finetune/share/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/general_model/general_model.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/kaggle/bo_loop.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/kaggle/bo_loop_main.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/kaggle/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/kaggle/loop.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/kaggle/model.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/kaggle/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/kaggle/start.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/kaggle_feature/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/kaggle_feature/feature.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/kaggle_feature/model.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_extraction_and_code/GeneralModel.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_extraction_and_code/model_extraction_and_implementation.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_extraction_and_code/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_extraction_and_code/test_doc1.pdf,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_extraction_and_code/test_doc2.pdf,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_extraction_and_code/test_doc3.pdf,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_extraction_and_code/test_doc4.pdf,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_extraction_and_code/test_doc5.pdf,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_extraction_and_implementation/model_extraction_and_implementation.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_implementation/README.md,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_implementation/eval.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_proposal/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/model_proposal/run.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/RDAgent.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/factor.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/factor_from_report.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/factor_from_report_sh.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/factor_from_report_w_sc.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/factor_w_sc.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/general_model.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/model.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/model_w_sc.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/quant.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/qlib_rd_loop/test_loop.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/quant_factor_benchmark/analysis.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/quant_factor_benchmark/design/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/quant_factor_benchmark/design/benchmark.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/quant_factor_benchmark/eval.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/data_science/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/data_science/loop.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/data_science/scen.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/data_science/tpl/components/coder/data_science/pipeline/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/data_science/tpl/scenarios/data_science/proposal/exp_gen/prompts_v2.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/README.md,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/job/README.md,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/job/run_ft_job.sh,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/job/scenarios.json,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/job/tasks.json.example,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/loop.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/app.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/benchmarks/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/benchmarks/base.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/benchmarks/bioprobench.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/benchmarks/chemcotbench.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/benchmarks/financeiq.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/benchmarks/panorama.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/benchmarks/tablebench.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/components.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/config.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/data_loader.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/llm/ui/ft_summary.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/loop.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/share/eval.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/share/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/ui/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/ui/app.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/ui/components.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/ui/config.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/ui/data_loader.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/rl/ui/rl_summary.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/ts/description.md,False,False,ordinary_historical_source_path,False,False
rdagent/app/ts/eval.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/ts/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/utils/ape.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/utils/health_check.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/utils/info.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/utils/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/app/utils/ws.py,False,False,ordinary_historical_source_path,False,False
rdagent/app/utils/ws_ft.py,False,False,ordinary_historical_source_path,False,False
rdagent/benchmark/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/benchmark/eval_method.py,False,False,ordinary_historical_source_path,False,False
rdagent/benchmark/example.json,False,False,ordinary_historical_source_path,False,False
rdagent/components/agent/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/agent/base.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/agent/context7/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/agent/context7/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/agent/context7/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/components/agent/mcp/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/agent/mcp/context7.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/agent/rag/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/agent/rag/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/benchmark/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/benchmark/analysis.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/benchmark/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/benchmark/configs/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/benchmark/configs/models.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/components/benchmark/configs/opencompass_template.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/components/benchmark/eval_method.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/benchmark/example.json,False,False,ordinary_historical_source_path,False,False
rdagent/components/benchmark/generate_dataset.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/benchmark/utils.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/CoSTEER/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/CoSTEER/config.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/CoSTEER/evaluators.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/CoSTEER/evolvable_subjects.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/CoSTEER/evolving_agent.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/CoSTEER/evolving_strategy.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/CoSTEER/knowledge_management.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/CoSTEER/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/CoSTEER/scheduler.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/CoSTEER/task.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/ensemble/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/ensemble/conf.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/ensemble/eval.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/ensemble/eval_tests/ensemble_test.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/ensemble/eval_tests/ensemble_test.txt,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/ensemble/exp.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/ensemble/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/ensemble/test.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/feature/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/feature/eval.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/feature/eval_tests/feature_test.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/feature/eval_tests/feature_test.txt,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/feature/exp.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/feature/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/feature/test.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/feature_process/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/feature_process/exp.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/es.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/eva_utils.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/eval.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/eval_tests/model_execute.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/eval_tests/model_test.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/eval_tests/model_test.txt,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/eval_tests/test_model.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/exp.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/model_execute_template.txt,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/prompts.yaml,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/model/test.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/pipeline/__init__.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/pipeline/apply_patch.py,False,False,ordinary_historical_source_path,False,False
rdagent/components/coder/data_science/pipeline/eval.py,False,False,ordinary_historical_source_path,False,False
