candidate_id,ref_index,paper_ref,source_basis,paper_text_path,paper_idea,paper_evidence_summary,evidence_categories,unavailable_paper_content_not_replicated,jkp_replication_basis,proxy_formula,strategy,replication_scope,candidate_standalone_oos_sharpe,alpha_annualized,alpha_tstat_hac,information_ratio,appraisal_ratio,grs_f,grs_p_value,combined_minus_old_sharpe,beats_ff5mom_positive_alpha_5pct
paper_factorminer_memory_diverse_library,8,008 FactorMiner,paper_text,paper_runs/idea_replications/paper_text/008_008_factorminer_self_evolving_agent_with_skills_and_experience_memory_for_financial_.txt,FactorMiner uses modular skills and experience memory to build a diverse low-redundancy library of formulaic alpha factors.,Alpha Mining with Regularized Exploration to Counteract Alpha Decay.,factor_mining;sparse_or_cross_sectional_portfolio;agent_trading_workflow;reported_performance_claim;risk_control,image_or_multimodal_signal;intraday_or_hft_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;value;quality_or_profitability;risk_or_safety;liquidity_or_microstructure;issuance_or_accruals,rank(ret_12_1)+rank(be_me)+rank(ope_be)+rank(qmj_safety)+rank(at_turnover)-rank(rvol_252d)-rank(debt_at)-rank(eqnetis_me),long_short_decile_value_weighted,paper_in_spirit_proxy,0.4217018465746468,0.0131709619823897,1.7311362752402977,0.3771166389773173,0.3771166389773173,3.2421222081675194,0.0727786755319622,0.0654254844325403,False
paper_cogalpha_code_evolved_hybrid,9,009 CogAlpha,paper_text,paper_runs/idea_replications/paper_text/009_009_cogalpha_cognitive_alpha_mining_via_llm_driven_code_based_evolution.txt,CogAlpha represents alphas as executable code and evolves diverse economically interpretable signals through a multi-agent quality-checking hierarchy.,"Alpha Mining Framework (CogAlpha), which combines code- level alpha representation with LLM-driven rea- soning and evolutionary search.",factor_mining;sparse_or_cross_sectional_portfolio;agent_trading_workflow;reported_performance_claim;risk_control,news_or_text_signal;image_or_multimodal_signal;intraday_or_hft_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;quality_or_profitability;risk_or_safety;liquidity_or_microstructure,rank(ret_12_1)+rank(ret_3_1)+rank(dolvol_126d)+rank(qmj)-rank(bidaskhl_21d)-rank(rvol_252d)-rank(turnover_var_126d),long_short_decile_value_weighted,paper_in_spirit_proxy,0.2962399913531134,0.0088753520401123,1.3192457799263746,0.2717344951856512,0.2717344951856512,1.6833233134100642,0.1954869248302031,0.0344600781854331,False
fama_value_momentum_interpretable,10,010 FAMA,paper_text,paper_runs/idea_replications/paper_text/010_010_fama_factor_mining_agent.txt,FAMA mines interpretable financial factors and cites momentum-style financial principles; this proxy tests a simple interpretable value/momentum/profitability factor.,factors for stock returns is the most vital issue in the empirical asset pricing domain.,factor_mining;sparse_or_cross_sectional_portfolio;reported_performance_claim;risk_control,news_or_text_signal;live_or_llm_execution,momentum_or_reversal;value;quality_or_profitability,rank(be_me)+rank(ret_12_1)+rank(ope_be)-rank(market_equity),long_short_decile_value_weighted,paper_or_code_in_spirit_proxy,0.4329822713699293,-0.0012947364460649,-0.1837938673961219,-0.0349346214632823,-0.0349346214632823,0.0278221107766955,0.8676408459207196,0.0005787096760543,False
paper_alpha_gpt_interactive_formula,11,011 Alpha-GPT,paper_text,paper_runs/idea_replications/paper_text/011_011_alpha_gpt_human_ai_interactive_alpha_mining_for_quantitative_investment.txt,Alpha-GPT is a human-AI interactive formulaic alpha mining system that summarizes and modifies top-performing symbolic alphas.,"Alpha Mining for Quantitative Investment Saizhuo Wang1∗, Hang Yuan1∗, Leon Zhou 3, Lionel M.",factor_mining;sparse_or_cross_sectional_portfolio;agent_trading_workflow;reported_performance_claim;risk_control,news_or_text_signal;image_or_multimodal_signal;intraday_or_hft_signal;live_or_llm_execution,momentum_or_reversal;value;quality_or_profitability;risk_or_safety,rank(be_me)+rank(ret_12_1)+rank(ope_be)+rank(gp_me)-rank(debt_at),long_short_decile_value_weighted,paper_in_spirit_proxy,0.3652038813174411,0.001311969600806,0.1469914115797572,0.0288646855523897,0.0288646855523897,0.0189937909322126,0.8904773620275964,0.0003951119207727,False
paper_alpha_gpt2_full_pipeline,12,012 Alpha-GPT 2.0,paper_text,paper_runs/idea_replications/paper_text/012_012_alpha_gpt_2_0.txt,Alpha-GPT 2.0 expands interactive alpha mining into alpha modeling and analysis over a full quantitative investment workflow.,"alpha mining in the realm of quantitative investment, developing a new interactive al- pha mining system framework, Alpha-GPT.",factor_mining;agent_trading_workflow;risk_control,news_or_text_signal;live_or_llm_execution,momentum_or_reversal;value;quality_or_profitability;growth_or_investment;risk_or_safety,rank(be_me)+rank(ret_12_1)+rank(qmj)+rank(sale_gr1)-rank(rvol_252d)-rank(beta_252d),long_short_decile_value_weighted,paper_in_spirit_proxy,0.1611379083159901,0.000441718620954,0.0542486172985361,0.0109916813289023,0.0109916813289023,0.0027542683372757,0.9581804982930546,5.730391679903413e-05,False
paper_chain_of_alpha_formula_chain,13,013 Chain-of-Alpha,source_table_or_repo_notes_missing_extracted_paper_text,none,Chain-of-Alpha is described as chained formula generation and optimization using market data and backtest feedback.,Alpha Mining in Quantitative Trading https://arxiv.,,,momentum_or_reversal;risk_or_safety;liquidity_or_microstructure,rank(ret_12_1)-rank(ret_1_0)+rank(rmax5_rvol_21d)+rank(turnover_126d)-rank(rvol_252d),long_short_decile_value_weighted,paper_in_spirit_proxy_from_title_and_source_summary,0.0497331969092964,-0.0084153730977055,-0.7798340675733807,-0.1761128668495594,-0.1761128668495594,0.7070663439031792,0.4010936356745062,0.014610021241785,False
paper_factormad_debate_interpretable,14,014 FactorMAD,source_table_or_repo_notes_missing_extracted_paper_text,none,FactorMAD is a multi-agent debate framework for interpretable stock alpha factor mining.,FactorMAD — Multi-Agent Debate for Interpretable Stock Alpha Factor Mining FactorMAD: A Multi-Agent Debate Framework Based on .,factor_mining;agent_trading_workflow,live_or_llm_execution,momentum_or_reversal;value;quality_or_profitability;risk_or_safety,rank(be_me)+rank(ope_be)+rank(qmj_safety)+rank(ret_12_1)-rank(debt_at)-rank(rvol_252d),long_short_decile_value_weighted,paper_in_spirit_proxy_from_title_and_source_summary,0.3049582089308206,0.0058578584954953,0.710779737580798,0.1562789806849867,0.1562789806849867,0.5567742373816845,0.4561510944593322,0.011521317526719,False
alphalogics_value_quality_growth,15,015 AlphaLogics,paper_text,paper_runs/idea_replications/paper_text/015_015_alphalogics_market_logic_driven_multi_agent_system_for_alpha_factor_generation.txt,"AlphaLogics emphasizes market-logic-driven, interpretable factor generation; this proxy tests value, quality, growth, and leverage logic.",alpha mining.,factor_mining;sparse_or_cross_sectional_portfolio;agent_trading_workflow;reported_performance_claim;risk_control,news_or_text_signal;image_or_multimodal_signal;intraday_or_hft_signal;live_or_llm_execution;non_usa_or_crypto_scope,value;quality_or_profitability;growth_or_investment;risk_or_safety,rank(be_me)+rank(ope_be)+rank(gp_me)+rank(sale_gr1)-rank(debt_at),long_short_decile_value_weighted,paper_or_code_in_spirit_proxy,0.1918887009027926,0.0049048486276515,0.4684135491269864,0.0982227434771654,0.0982227434771654,0.2199389323602163,0.6394293577686855,0.0045661733251447,False
paper_alphaagentevo_evolved_seed,16,016 AlphaAgentEvo,paper_text,paper_runs/idea_replications/paper_text/016_016_alphaagentevo_evolution_oriented_alpha_mining_via_self_evolving_agentic_rl.txt,AlphaAgentEvo frames alpha mining as self-evolving agentic reinforcement learning that refines seed alphas through reward-guided trajectories.,"alpha mining, which movesalpha mining beyond the brittle “search–backtest–restart” cycle toward a continuous trajectory ofevolution.",factor_mining;sparse_or_cross_sectional_portfolio;agent_trading_workflow;risk_control,image_or_multimodal_signal;intraday_or_hft_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;quality_or_profitability;growth_or_investment;risk_or_safety;issuance_or_accruals,rank(ret_12_1)+rank(ret_6_1)+rank(ope_be)+rank(qmj_safety)-rank(rvol_252d)-rank(at_gr1)-rank(eqnetis_me),long_short_decile_value_weighted,paper_in_spirit_proxy,0.4247576751496016,0.0113985796105834,1.654717670070211,0.3500099490502124,0.3500099490502124,2.792793150273939,0.0957388182623999,0.0565881595637751,False
code_alpha_r1_reasoning_screen,17,017 Alpha-R1,repo_readme_or_source_notes,none,Alpha-R1 is listed as alpha screening with LLM reasoning via reinforcement learning.,factor mining by leveraging the reasoning capabilities of LLMs enhanced through Reinforcement Learning.,factor_mining;agent_trading_workflow,live_or_llm_execution,momentum_or_reversal;quality_or_profitability;risk_or_safety,rank(qmj)+rank(ope_be)+rank(ret_12_1)-rank(debt_at)-rank(rvol_252d),long_short_decile_value_weighted,code_link_in_spirit_proxy,0.4372881586743378,0.0168851946659841,2.6279748982342,0.5408673112627339,0.5408673112627339,6.668980705245384,0.0102875349106729,0.1306579327654691,True
alphacrafter_full_stack_multifactor,18,018 AlphaCrafter,paper_text,paper_runs/idea_replications/paper_text/018_018_alphacrafter_full_stack_multi_agent_framework_for_cross_sectional_quantitative_t.txt,"AlphaCrafter combines mined factors, regime screening, and risk-constrained trading; this proxy tests a diversified value-quality-momentum-low-risk factor ensemble.","alpha mining for quantitative investment, 2025.",factor_mining;sparse_or_cross_sectional_portfolio;agent_trading_workflow;reported_performance_claim;risk_control,news_or_text_signal;image_or_multimodal_signal;intraday_or_hft_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;value;quality_or_profitability;growth_or_investment;risk_or_safety,rank(be_me)+rank(ope_be)+rank(ret_12_1)+rank(qmj)-rank(at_gr1)-rank(rvol_252d),long_short_decile_value_weighted,paper_or_code_in_spirit_proxy,0.2368697093862945,0.0024725503712743,0.3355416687258172,0.0704983491237553,0.0704983491237553,0.1133015591276528,0.7366531317462779,0.0023547291576984,False
paper_llmfactor_explainable_price_news,19,019 LLMFactor,paper_text,paper_runs/idea_replications/paper_text/019_019_llmfactor_extracting_profitable_factors_through_prompts.txt,LLMFactor extracts explainable factors from text/news and historical prices to predict stock movement.,Factor: Extracting Profitable Factors through Prompts for Explainable Stock Movement Prediction Meiyun Wang * The University of Tokyo omiun20@g.,sparse_or_cross_sectional_portfolio;agent_trading_workflow;risk_control,news_or_text_signal;image_or_multimodal_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;quality_or_profitability;growth_or_investment;risk_or_safety;liquidity_or_microstructure,rank(ret_12_1)+rank(sale_gr1)+rank(gp_me)+rank(dolvol_126d)-rank(rvol_252d),long_short_decile_value_weighted,paper_in_spirit_proxy_no_news_available,0.136506639835264,-0.0024305907821085,-0.3054340664944556,-0.0573624279819802,-0.0573624279819802,0.0750123968894993,0.7843635770472726,0.001559558843327,False
paper_factorengine_program_knowledge,20,020 FactorEngine,paper_text,paper_runs/idea_replications/paper_text/020_020_factorengine_program_level_knowledge_infused_factor_discovery.txt,"FactorEngine turns domain knowledge and reports into executable factor programs, with closed-loop verification and portfolio feedback.","Alpha mining is a central objective in quantitative investment, aiming to dis- cover predictive factors that extract actionable signals from noisy, non-stationary market data.",factor_mining;sparse_or_cross_sectional_portfolio;agent_trading_workflow;reported_performance_claim;risk_control,image_or_multimodal_signal;intraday_or_hft_signal;live_or_llm_execution;non_usa_or_crypto_scope,value;quality_or_profitability;growth_or_investment;risk_or_safety;issuance_or_accruals,rank(be_me)+rank(ope_be)+rank(gp_me)+rank(ocf_me)-rank(oaccruals_at)-rank(debt_at)-rank(at_gr1),long_short_decile_value_weighted,paper_in_spirit_proxy,0.1830224489865521,0.0110313054500223,1.436739753885049,0.3128416828468928,0.3128416828468928,2.23114203621926,0.136311881687955,0.0454418329028112,False
repo_alphaprobe_dag_diverse_factor_blend,21,021 AlphaPROBE,paper_text,paper_runs/idea_replications/paper_text/021_021_alphaprobe.txt,"AlphaPROBE treats alpha mining as DAG-guided factor evolution, selecting promising parents while preserving factor-pool diversity and stability.","Alpha Mining viaPrincipledRetrieval andOn-graph BiasedEvolution), a framework that reframes al- pha mining as the strategic navigation of a Di- rected Acyclic Graph (DAG).",factor_mining;sparse_or_cross_sectional_portfolio;agent_trading_workflow;reported_performance_claim;risk_control,news_or_text_signal;image_or_multimodal_signal;intraday_or_hft_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;value;quality_or_profitability;risk_or_safety;liquidity_or_microstructure,rank(ret_12_1)-rank(ret_1_0)+rank(be_me)+rank(ope_be)+rank(qmj_safety)+rank(turnover_126d)-rank(rvol_252d)-rank(debt_at),long_short_decile_value_weighted,repo_in_spirit_proxy,0.4502505385794087,0.0152119885624373,1.378741194280524,0.2763576053512158,0.2763576053512158,1.741088446353415,0.1880138237589577,0.0356232764076145,False
code_alphaforge_program_factor,22,022 AlphaForge,repo_readme_or_source_notes,none,AlphaForge is listed as an implementation repo for LLM-assisted factor/strategy generation.,"alpha mining pipeline; - `/alphagen_qlib` contains the qlib-specific APIs for data preparation; - `/alphagen_generic` contains data structures and utils designed for our baselines, which basically follow [gplearn](https://github.",factor_mining,image_or_multimodal_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;value;quality_or_profitability;risk_or_safety;liquidity_or_microstructure,rank(be_me)+rank(ret_12_1)+rank(ope_be)+rank(dolvol_126d)-rank(rvol_252d),long_short_decile_value_weighted,code_link_in_spirit_proxy,0.1689388386142545,-0.004820184068945,-0.754157363970928,-0.1439856158300655,-0.1439856158300655,0.4726244754338659,0.4923169602755826,0.0097880116108095,False
code_alphagen_symbolic_factor,22,022 AlphaGen,repo_readme_or_source_notes,none,AlphaGen is a symbolic alpha generation/search repo listed in the source table.,"alpha mining pipeline; - `/alphagen_qlib` contains the qlib-specific APIs for data preparation; - `/alphagen_generic` contains data structures and utils designed for our baselines, which basically follow [gplearn](https://github.",factor_mining,image_or_multimodal_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;value;quality_or_profitability;risk_or_safety,rank(ret_12_1)-rank(ret_1_0)+rank(be_me)+rank(ope_be)-rank(rvol_252d),long_short_decile_value_weighted,code_link_in_spirit_proxy,0.1702020951565379,0.0013663079501961,0.1441427689435077,0.0324298526529061,0.0324298526529061,0.0239755148935532,0.8770520489436773,0.0004987180474802,False
code_tradingagents_multi_agent,23,023 TradingAgents,repo_readme_or_source_notes,none,TradingAgents is a multi-agent LLM financial trading framework with analyst/trader/risk-style roles.,"factors, including the chosen backbone language models, model temperature, trading periods, the quality of data, and other non-deterministic factors.",agent_trading_workflow;risk_control,news_or_text_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;quality_or_profitability;growth_or_investment;risk_or_safety;liquidity_or_microstructure,rank(ret_12_1)+rank(dolvol_126d)+rank(qmj_safety)+rank(sale_gr1)-rank(rvol_252d)-rank(beta_252d),long_short_decile_value_weighted,code_link_in_spirit_proxy,0.2362037681640697,0.0078083013962265,1.30655783271616,0.2383043276181212,0.2383043276181212,1.294618623991225,0.2561125111430367,0.0266002990930138,False
contesttrade_internal_contest_trailing_sharpe,24,024 ContestTrade,paper_text,paper_runs/idea_replications/paper_text/024_024_contesttrade_multi_agent_trading_system_based_on_internal_contest_mechanism.txt,ContestTrade uses an internal contest/ranking mechanism among agents. This proxy selects the JKP idea sleeve with the best trailing 36-month realized Sharpe using only past generated JKP returns.,Alpha Mining for Quantitative Investment.,factor_mining;sparse_or_cross_sectional_portfolio;agent_trading_workflow;reported_performance_claim;risk_control,news_or_text_signal;image_or_multimodal_signal;live_or_llm_execution;non_usa_or_crypto_scope,,"monthly winner among idea sleeves by trailing 36m Sharpe, min 24m history",meta_sleeve_selection_trailing_sharpe,paper_or_code_in_spirit_proxy,0.5483276966459494,0.0142509065590679,1.1111512642567067,0.2471318758928012,0.2471318758928012,1.285352382147205,0.2578971865783574,0.0292187315701739,False
repo_quantagent_hft_price_pattern,25,025 QuantAgent HFT,paper_text,paper_runs/idea_replications/paper_text/025_025_quantagent_price_driven_multi_agent_llms_for_high_frequency_trading.txt,"QuantAgent is a price-driven multi-agent HFT system centered on short-horizon technical indicators, chart patterns, trend state, and risk-aware execution.",factor–model co-optimization.,agent_trading_workflow;risk_control,news_or_text_signal;image_or_multimodal_signal;intraday_or_hft_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;risk_or_safety;liquidity_or_microstructure,rank(ret_1_0)+rank(ret_3_1)+rank(rmax1_21d)+rank(rmax5_rvol_21d)+rank(turnover_126d)-rank(bidaskhl_21d)-rank(rvol_21d),long_short_decile_value_weighted,repo_in_spirit_proxy_monthly_hft_approximation,0.0292324853095877,-0.0065247248808144,-0.5450020893956278,-0.1173892606440312,-0.1173892606440312,0.3141483091214378,0.575566836705167,0.0065160498600087,False
quantagent_three_soldiers_trend,26,026 QuantAgent Holy Grail,paper_text,paper_runs/idea_replications/paper_text/026_026_quantagent_seeking_holy_grail_in_trading_by_self_improving_llm.txt,QuantAgent appendix includes ThreeSoldier candlestick-style trend continuation signals with volume/body-size confirmation.,"Alpha Mining for Quantitative Investment, July 2023c.",sparse_or_cross_sectional_portfolio;agent_trading_workflow;reported_performance_claim;risk_control,news_or_text_signal;image_or_multimodal_signal;intraday_or_hft_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;risk_or_safety;liquidity_or_microstructure,rank(ret_1_0)+rank(ret_3_1)+rank(turnover_126d)-rank(rvol_21d),long_short_decile_value_weighted,paper_or_code_in_spirit_proxy,0.2152667406285061,0.0087106695533769,0.8300784366490209,0.1674704075526703,0.1674704075526703,0.6393727847159635,0.4245749156003251,0.01321993435622,False
quantagent_volatility_breakout,26,026 QuantAgent Holy Grail,paper_text,paper_runs/idea_replications/paper_text/026_026_quantagent_seeking_holy_grail_in_trading_by_self_improving_llm.txt,QuantAgent appendix includes a VolatilityBreakoutSignal based on high breaking above a threshold relative to ATR.,"Alpha Mining for Quantitative Investment, July 2023c.",sparse_or_cross_sectional_portfolio;agent_trading_workflow;reported_performance_claim;risk_control,news_or_text_signal;image_or_multimodal_signal;intraday_or_hft_signal;live_or_llm_execution;non_usa_or_crypto_scope,momentum_or_reversal;risk_or_safety,rank(rmax5_rvol_21d)+rank(ret_1_0)+rank(ret_3_1)-rank(rvol_21d),long_short_decile_value_weighted,paper_or_code_in_spirit_proxy,0.0481068268576511,-0.005761453520132,-0.5758153237338658,-0.1263962441907066,-0.1263962441907066,0.364205357844882,0.5466389846780704,0.0075506370329601,False
