table_label,row_index,row_label,metric,printed_value,released_value,author_release_evidence,verification_status,printed_cell_exactly_verified,author_native_experiment_executed,published_result_regenerated,paper_result_credit,boundary
tab:model_comparison,6,TimeMaster,ETA,0.6263,0.626300,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,6,TimeMaster,SR,-5.9237,-5.923700,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,6,TimeMaster,MDD,0.1981,0.198064,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,7,Stock-Chain,MAE,0.1352,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,7,Stock-Chain,RMSE,0.3226,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,7,Stock-Chain,DA,0.4510,0.451000,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,7,Stock-Chain,ETA,0.4364,0.436400,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,7,Stock-Chain,SR,-5.3581,-5.358100,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,7,Stock-Chain,MDD,0.1800,0.179977,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,8,FinMA,MAE,0.0947,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,8,FinMA,RMSE,0.2531,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,8,FinMA,DA,0.4550,0.455000,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,8,FinMA,ETA,0.5714,0.571400,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,8,FinMA,SR,-6.9668,-6.966800,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,8,FinMA,MDD,0.2358,0.235849,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,9,DISC-FinLLM,MAE,0.0707,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,9,DISC-FinLLM,RMSE,0.1672,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,9,DISC-FinLLM,DA,0.4286,0.428600,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,9,DISC-FinLLM,ETA,0.5608,0.560800,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,9,DISC-FinLLM,SR,-4.6307,-4.630700,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,9,DISC-FinLLM,MDD,0.2139,0.213944,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,10,QwQ-32B,MAE,0.0437,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,10,QwQ-32B,RMSE,0.0839,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,10,QwQ-32B,DA,0.4674,0.467400,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,10,QwQ-32B,ETA,0.7080,0.708000,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,10,QwQ-32B,SR,0.6481,0.648100,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,10,QwQ-32B,MDD,0.0979,0.097944,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,11,Claude-3-Haiku,MAE,0.0384,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,11,Claude-3-Haiku,RMSE,0.0557,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,11,Claude-3-Haiku,DA,0.4547,0.454700,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,11,Claude-3-Haiku,ETA,0.4884,0.488400,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,11,Claude-3-Haiku,SR,-5.4698,-5.469800,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,11,Claude-3-Haiku,MDD,0.1395,0.139504,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,12,GPT-4o-mini,MAE,0.0387,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,12,GPT-4o-mini,RMSE,0.0558,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,12,GPT-4o-mini,DA,0.4700,0.470000,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,12,GPT-4o-mini,ETA,0.7508,0.750800,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,12,GPT-4o-mini,SR,-3.8759,-3.875900,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,12,GPT-4o-mini,MDD,0.1060,0.105996,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,13,DeepSeek-v3.1-nex-n1,MAE,0.0541,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,13,DeepSeek-v3.1-nex-n1,RMSE,0.1214,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,13,DeepSeek-v3.1-nex-n1,DA,0.4365,0.436500,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,13,DeepSeek-v3.1-nex-n1,ETA,0.6811,0.681100,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,13,DeepSeek-v3.1-nex-n1,SR,0.3710,0.371000,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,13,DeepSeek-v3.1-nex-n1,MDD,0.1300,0.129983,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,14,Grok-3-mini-beta,MAE,0.0369,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,14,Grok-3-mini-beta,RMSE,0.0559,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,14,Grok-3-mini-beta,DA,0.4795,0.479500,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,14,Grok-3-mini-beta,ETA,0.5417,0.541700,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,14,Grok-3-mini-beta,SR,-2.2698,-2.269800,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,14,Grok-3-mini-beta,MDD,0.0855,0.085507,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,15,Qwen2.5-7B,MAE,0.0377,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,15,Qwen2.5-7B,RMSE,0.0551,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,15,Qwen2.5-7B,DA,0.4114,0.411400,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,15,Qwen2.5-7B,ETA,0.4879,0.487900,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,15,Qwen2.5-7B,SR,-3.9154,-3.915400,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,15,Qwen2.5-7B,MDD,0.1177,0.117734,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,16,Gemini-2.5-flash,MAE,0.0534,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,16,Gemini-2.5-flash,RMSE,0.0730,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,16,Gemini-2.5-flash,DA,0.4276,0.427600,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,16,Gemini-2.5-flash,ETA,0.6797,0.679700,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,16,Gemini-2.5-flash,SR,-2.0899,-2.089900,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,16,Gemini-2.5-flash,MDD,0.0805,0.080474,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,17,Janus-Q (Ours),MAE,0.0349,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,17,Janus-Q (Ours),RMSE,0.0541,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,17,Janus-Q (Ours),DA,0.5869,0.586900,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,17,Janus-Q (Ours),ETA,0.8009,0.800900,data/model_accuracy.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,17,Janus-Q (Ours),SR,1.3088,1.308800,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:model_comparison,17,Janus-Q (Ours),MDD,0.1196,0.119599,data/unified_backtest.json,verified_author_linked_output,True,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,1,w/o CAR,MAE,0.0387,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,1,w/o CAR,DA,0.5261,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,1,w/o CAR,ETA,0.7796,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,1,w/o CAR,SR,0.8690,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,2,w/o Co. Info,MAE,0.0353,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,2,w/o Co. Info,DA,0.5464,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,2,w/o Co. Info,ETA,0.7790,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,2,w/o Co. Info,SR,0.9608,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,3,w/o SFT,MAE,0.0381,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,3,w/o SFT,DA,0.4429,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,3,w/o SFT,ETA,0.6771,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,3,w/o SFT,SR,-5.2848,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,4,w/o GRPO,MAE,0.0355,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,4,w/o GRPO,DA,0.5459,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,4,w/o GRPO,ETA,0.7881,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,4,w/o GRPO,SR,1.1330,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,5,Janus-Q (Full),MAE,0.0349,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,5,Janus-Q (Full),DA,0.5869,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,5,Janus-Q (Full),ETA,0.8009,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation module component,5,Janus-Q (Full),SR,1.3088,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,1,w/o Event Type,MAE,0.0345,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,1,w/o Event Type,DA,0.5819,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,1,w/o Event Type,ETA,0.7817,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,1,w/o Event Type,SR,1.2107,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,2,w/o Direction,MAE,0.0357,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,2,w/o Direction,DA,0.5589,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,2,w/o Direction,ETA,0.7896,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,2,w/o Direction,SR,1.2788,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,3,w/o Magnitude,MAE,0.0347,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,3,w/o Magnitude,DA,0.5653,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,3,w/o Magnitude,ETA,0.7843,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,3,w/o Magnitude,SR,1.1558,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,4,w/o PNL,MAE,0.0354,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,4,w/o PNL,DA,0.5799,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,4,w/o PNL,ETA,0.7868,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,4,w/o PNL,SR,1.1953,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,5,HGRM (Full),MAE,0.0349,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,5,HGRM (Full),DA,0.5869,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,5,HGRM (Full),ETA,0.8009,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
tab:ablation reward model,5,HGRM (Full),SR,1.3088,,,no_released_numeric_backing,False,False,False,False,author-linked output corroboration is not regeneration through the unreleased training/backtest pipeline
