paper_table,entity,market,period,metric,paper_value,cell_role,native_reproduced_value,absolute_difference,status,reason
2,LightGBM,S&P500,aggregate,RankIC,0.0046,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LightGBM,S&P500,aggregate,RankICIR,0.0377,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LightGBM,S&P500,aggregate,AR_pct,15.46,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LightGBM,S&P500,aggregate,MDD_pct,-26.67,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LightGBM,S&P500,aggregate,Sharpe,0.604,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,CSI500,aggregate,IC,0.0222,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,CSI500,aggregate,ICIR,0.2384,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,CSI500,aggregate,RankIC,0.0096,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,CSI500,aggregate,RankICIR,0.0939,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,CSI500,aggregate,AR_pct,9.95,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,CSI500,aggregate,MDD_pct,-40.23,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,CSI500,aggregate,Sharpe,0.4047,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,S&P500,aggregate,IC,0.0138,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,S&P500,aggregate,ICIR,0.0853,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,S&P500,aggregate,RankIC,0.0068,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,S&P500,aggregate,RankICIR,0.0412,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,S&P500,aggregate,AR_pct,16.36,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,S&P500,aggregate,MDD_pct,-28.84,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,LSTM,S&P500,aggregate,Sharpe,0.5792,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,CSI500,aggregate,IC,0.0311,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,CSI500,aggregate,ICIR,0.2988,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,CSI500,aggregate,RankIC,0.0436,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,CSI500,aggregate,RankICIR,0.4156,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,CSI500,aggregate,AR_pct,8.03,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,CSI500,aggregate,MDD_pct,-30.99,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,CSI500,aggregate,Sharpe,0.404,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,S&P500,aggregate,IC,0.0348,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,S&P500,aggregate,ICIR,0.3569,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,S&P500,aggregate,RankIC,0.0101,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,S&P500,aggregate,RankICIR,0.1153,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,S&P500,aggregate,AR_pct,19.44,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,S&P500,aggregate,MDD_pct,-24.22,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGen,S&P500,aggregate,Sharpe,0.9471,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,CSI500,aggregate,IC,0.0077,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,CSI500,aggregate,ICIR,0.0909,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,CSI500,aggregate,RankIC,0.0011,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,CSI500,aggregate,RankICIR,0.0118,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,CSI500,aggregate,AR_pct,8.08,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,CSI500,aggregate,MDD_pct,-30.39,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,CSI500,aggregate,Sharpe,0.3903,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,S&P500,aggregate,IC,0.0163,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,S&P500,aggregate,ICIR,0.1202,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,S&P500,aggregate,RankIC,0.0005,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,S&P500,aggregate,RankICIR,0.0038,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,S&P500,aggregate,AR_pct,17.36,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,S&P500,aggregate,MDD_pct,-26.14,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaGPT,S&P500,aggregate,Sharpe,0.7501,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,CSI500,aggregate,IC,0.0031,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,CSI500,aggregate,ICIR,0.0335,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,CSI500,aggregate,RankIC,0.019,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,CSI500,aggregate,RankICIR,0.2341,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,CSI500,aggregate,AR_pct,5.49,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,CSI500,aggregate,MDD_pct,-37.12,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,CSI500,aggregate,Sharpe,0.2541,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,S&P500,aggregate,IC,0.0256,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,S&P500,aggregate,ICIR,0.2187,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,S&P500,aggregate,RankIC,0.0079,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,S&P500,aggregate,RankICIR,0.0745,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,S&P500,aggregate,AR_pct,14.26,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,S&P500,aggregate,MDD_pct,-29.96,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaSAGE,S&P500,aggregate,Sharpe,0.604,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,CSI500,aggregate,IC,0.0102,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,CSI500,aggregate,ICIR,0.115,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,CSI500,aggregate,RankIC,-0.0156,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,CSI500,aggregate,RankICIR,-0.1437,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,CSI500,aggregate,AR_pct,4.27,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,CSI500,aggregate,MDD_pct,-40.16,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,CSI500,aggregate,Sharpe,0.1818,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,S&P500,aggregate,IC,0.0306,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,S&P500,aggregate,ICIR,0.2569,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,S&P500,aggregate,RankIC,0.0133,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,S&P500,aggregate,RankICIR,0.1023,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,S&P500,aggregate,AR_pct,19.4,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,S&P500,aggregate,MDD_pct,-24.77,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaAgent,S&P500,aggregate,Sharpe,0.8077,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),CSI500,aggregate,IC,0.0101,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),CSI500,aggregate,ICIR,0.1104,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),CSI500,aggregate,RankIC,0.0165,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),CSI500,aggregate,RankICIR,0.1808,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),CSI500,aggregate,AR_pct,6.97,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),CSI500,aggregate,MDD_pct,-26.08,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),CSI500,aggregate,Sharpe,0.3511,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),S&P500,aggregate,IC,0.041,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),S&P500,aggregate,ICIR,0.3434,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),S&P500,aggregate,RankIC,0.0228,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),S&P500,aggregate,RankICIR,0.1984,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),S&P500,aggregate,AR_pct,23.65,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),S&P500,aggregate,MDD_pct,-23.62,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (residual),S&P500,aggregate,Sharpe,1.0672,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),CSI500,aggregate,IC,0.0401,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),CSI500,aggregate,ICIR,0.3462,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),CSI500,aggregate,RankIC,0.0496,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),CSI500,aggregate,RankICIR,0.4597,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),CSI500,aggregate,AR_pct,11.63,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),CSI500,aggregate,MDD_pct,-23.43,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),CSI500,aggregate,Sharpe,0.6109,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),S&P500,aggregate,IC,0.0288,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),S&P500,aggregate,ICIR,0.2406,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),S&P500,aggregate,RankIC,0.0144,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),S&P500,aggregate,RankICIR,0.1207,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),S&P500,aggregate,AR_pct,17.07,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),S&P500,aggregate,MDD_pct,-22.54,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
2,AlphaMemo (balanced),S&P500,aggregate,Sharpe,0.7743,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Search-ledger only,CSI500,aggregate,ICIR,0.2313,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Search-ledger only,CSI500,aggregate,RankICIR,0.3707,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Search-ledger only,CSI500,aggregate,AR_pct,7.0,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Search-ledger only,CSI500,aggregate,Sharpe,0.3536,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Search-ledger only,S&P500,aggregate,ICIR,0.1414,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Search-ledger only,S&P500,aggregate,RankICIR,0.0044,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Search-ledger only,S&P500,aggregate,AR_pct,13.8,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Search-ledger only,S&P500,aggregate,Sharpe,0.6282,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (balanced),CSI500,aggregate,ICIR,0.3462,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (balanced),CSI500,aggregate,RankICIR,0.4597,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (balanced),CSI500,aggregate,AR_pct,11.63,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (balanced),CSI500,aggregate,Sharpe,0.6109,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (balanced),S&P500,aggregate,ICIR,0.2406,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (balanced),S&P500,aggregate,RankICIR,0.1207,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (balanced),S&P500,aggregate,AR_pct,17.07,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,AlphaMemo (balanced),S&P500,aggregate,Sharpe,0.7743,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Weaker memory,CSI500,aggregate,ICIR,0.1455,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Weaker memory,CSI500,aggregate,RankICIR,0.2886,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Weaker memory,CSI500,aggregate,AR_pct,5.8,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Weaker memory,CSI500,aggregate,Sharpe,0.3011,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Weaker memory,S&P500,aggregate,ICIR,0.1001,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Weaker memory,S&P500,aggregate,RankICIR,-0.0299,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Weaker memory,S&P500,aggregate,AR_pct,17.09,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Weaker memory,S&P500,aggregate,Sharpe,0.7393,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Stronger memory,CSI500,aggregate,ICIR,0.2208,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Stronger memory,CSI500,aggregate,RankICIR,0.3454,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Stronger memory,CSI500,aggregate,AR_pct,11.57,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Stronger memory,CSI500,aggregate,Sharpe,0.5646,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Stronger memory,S&P500,aggregate,ICIR,0.1579,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Stronger memory,S&P500,aggregate,RankICIR,0.0402,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Stronger memory,S&P500,aggregate,AR_pct,16.2,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,Stronger memory,S&P500,aggregate,Sharpe,0.7105,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
3,APV-only memory,CSI500,aggregate,ICIR,0.2405,result,,,unavailable_missing_native_result_path,"no paper data snapshot, native search trajectory/factor pool, or metric output is shipped"
