version,table_label,printed_numeric_unit,source_document_recovered,author_native_experiment_executed,published_result_regenerated,paper_result_credit,blocking_reason
v1_v2,tab:comprehensive_results,33,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,34,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,35,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,36,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,37,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,38,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,39,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,40,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,41,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,42,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,43,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,44,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,45,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,46,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,47,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,48,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,49,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,50,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,51,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,52,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,53,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,54,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,55,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,56,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,57,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,58,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,59,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,60,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,61,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,62,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,63,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,64,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,65,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,66,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,67,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,68,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,69,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,70,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,71,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,72,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,73,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,74,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,75,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,76,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,77,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,78,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,79,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,80,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,81,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,82,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,83,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,84,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,85,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,86,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,87,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,88,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,89,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,90,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,91,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,92,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,93,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,94,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,95,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,96,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,97,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,98,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,99,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,100,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,101,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,102,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,103,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,104,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,105,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,106,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,107,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,108,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,109,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,110,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,111,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,112,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,113,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,114,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,115,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,116,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,117,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,118,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,119,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,120,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,121,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,122,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,123,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,124,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,125,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,126,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,127,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,128,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,129,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,130,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,131,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,132,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,133,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,134,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,135,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,136,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,137,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,138,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,139,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,140,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,141,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,142,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,143,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,144,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,145,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,146,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,147,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,148,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,149,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,150,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,151,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,152,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,153,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,154,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,155,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,156,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,157,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,158,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,159,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,160,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,161,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,162,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,163,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,164,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,165,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,166,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,167,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,168,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,169,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,170,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,171,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,172,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,173,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,174,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,175,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,176,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,177,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,178,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,179,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,180,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,181,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,182,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,183,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,184,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,185,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,186,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,187,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,188,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,189,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,190,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,191,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,192,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,193,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,194,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,195,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,196,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,197,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,198,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,199,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,200,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,201,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,202,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,203,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,204,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,205,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,206,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,207,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,208,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,209,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,210,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,211,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,212,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,213,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,214,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,215,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,216,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,217,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,218,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,219,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,220,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,221,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,222,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,223,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,224,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,225,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,226,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,227,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,228,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,229,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,230,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,231,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,232,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,233,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,234,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,235,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,236,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,237,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,238,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,239,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:comprehensive_results,240,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:routing_comparison,1,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:routing_comparison,2,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
v1_v2,tab:routing_comparison,3,True,False,False,False,"legacy experiment code, data, checkpoints, prompts, and raw results were not released"
