table,category,variant,asset_or_scope,metric,paper_value,cell_kind,factfin_system_output,duplicate_measurement_group,native_reproduced_value,paper_result_credit,status,note
overall_performance,Market,B&H,AAPL,SR,0.05,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,AAPL,MDD_pct,33.43,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,NVDA,TR_pct,27.81,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,NVDA,SR,0.72,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,NVDA,MDD_pct,36.89,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,TSLA,TR_pct,57.88,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,TSLA,SR,0.98,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,TSLA,MDD_pct,53.77,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,BYD,TR_pct,32.43,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,BYD,SR,0.96,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,BYD,MDD_pct,19.56,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,Tencent,TR_pct,36.82,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,Tencent,SR,1.12,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,Tencent,MDD_pct,23.49,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,Bitcoin,TR_pct,70.4,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,Bitcoin,SR,1.1,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Market,B&H,Bitcoin,MDD_pct,28.11,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,AAPL,TR_pct,14.48,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,AAPL,SR,0.59,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,AAPL,MDD_pct,29.05,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,NVDA,TR_pct,28.01,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,NVDA,SR,0.73,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,NVDA,MDD_pct,32.62,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,TSLA,TR_pct,42.58,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,TSLA,SR,0.85,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,TSLA,MDD_pct,52.37,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,BYD,TR_pct,10.21,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,BYD,SR,0.46,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,BYD,MDD_pct,21.31,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,Tencent,TR_pct,-5.93,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,Tencent,SR,-0.05,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,Tencent,MDD_pct,23.28,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,Bitcoin,TR_pct,42.81,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,Bitcoin,SR,0.85,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,FinGPT,Bitcoin,MDD_pct,24.61,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,AAPL,TR_pct,-20.05,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,AAPL,SR,-0.63,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,AAPL,MDD_pct,37.76,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,NVDA,TR_pct,16.27,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,NVDA,SR,0.55,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,NVDA,MDD_pct,32.65,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,TSLA,TR_pct,63.15,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,TSLA,SR,1.06,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,TSLA,MDD_pct,53.71,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,BYD,TR_pct,-9.61,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,BYD,SR,-0.12,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,BYD,MDD_pct,22.23,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,Tencent,TR_pct,23.64,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,Tencent,SR,0.82,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,Tencent,MDD_pct,23.47,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,Bitcoin,TR_pct,21.04,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,Bitcoin,SR,0.53,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,Fin-LLaMA,Bitcoin,MDD_pct,31.19,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,AAPL,TR_pct,-9.25,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,AAPL,SR,-0.21,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,AAPL,MDD_pct,32.86,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,NVDA,TR_pct,38.18,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,NVDA,SR,0.89,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,NVDA,MDD_pct,28.4,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,TSLA,TR_pct,50.15,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,TSLA,SR,0.96,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,TSLA,MDD_pct,36.88,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,BYD,TR_pct,-4.11,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,BYD,SR,0.03,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,BYD,MDD_pct,23.17,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,Tencent,TR_pct,-4.85,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,Tencent,SR,-0.06,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,Tencent,MDD_pct,19.92,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,Bitcoin,TR_pct,54.88,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,Bitcoin,SR,1.01,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Fin-LLM,InvestLM,Bitcoin,MDD_pct,26.66,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,AAPL,TR_pct,-5.68,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,AAPL,SR,-0.03,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,AAPL,MDD_pct,32.11,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,NVDA,TR_pct,35.88,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,NVDA,SR,0.84,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,NVDA,MDD_pct,33.42,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,TSLA,TR_pct,52.32,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,TSLA,SR,0.95,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,TSLA,MDD_pct,44.63,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,BYD,TR_pct,26.83,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,BYD,SR,0.88,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,BYD,MDD_pct,19.55,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,Tencent,TR_pct,27.77,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,Tencent,SR,0.97,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,Tencent,MDD_pct,17.4,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,Bitcoin,TR_pct,72.68,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,Bitcoin,SR,1.26,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinMem,Bitcoin,MDD_pct,19.68,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,AAPL,TR_pct,27.79,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,AAPL,SR,0.99,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,AAPL,MDD_pct,21.52,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,NVDA,TR_pct,54.86,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,NVDA,SR,1.09,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,NVDA,MDD_pct,27.78,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,TSLA,TR_pct,79.01,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,TSLA,SR,1.24,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,TSLA,MDD_pct,-9.36,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,BYD,TR_pct,32.91,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,BYD,SR,1.04,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,BYD,MDD_pct,20.17,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,Tencent,TR_pct,44.18,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,Tencent,SR,1.29,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,Tencent,MDD_pct,23.44,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,Bitcoin,TR_pct,94.63,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,Bitcoin,SR,1.38,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,FinAgent,Bitcoin,MDD_pct,24.53,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,AAPL,TR_pct,6.6,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,AAPL,SR,0.36,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,AAPL,MDD_pct,29.39,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,NVDA,TR_pct,49.83,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,NVDA,SR,1.03,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,NVDA,MDD_pct,30.12,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,TSLA,TR_pct,74.26,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,TSLA,SR,1.21,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,TSLA,MDD_pct,42.35,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,BYD,TR_pct,31.74,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,BYD,SR,1.03,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,BYD,MDD_pct,18.01,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,Tencent,TR_pct,31.15,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,Tencent,SR,1.08,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,Tencent,MDD_pct,19.95,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,Bitcoin,TR_pct,90.56,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,Bitcoin,SR,1.35,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Single-Agent,QuantAgent,Bitcoin,MDD_pct,32.98,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,AAPL,TR_pct,12.89,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,AAPL,SR,0.55,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,AAPL,MDD_pct,27.26,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,NVDA,TR_pct,59.28,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,NVDA,SR,1.17,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,NVDA,MDD_pct,25.99,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,TSLA,TR_pct,106.01,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,TSLA,SR,1.47,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,TSLA,MDD_pct,36.9,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,BYD,TR_pct,43.33,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,BYD,SR,1.26,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,BYD,MDD_pct,19.53,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,Tencent,TR_pct,42.77,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,Tencent,SR,1.38,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,Tencent,MDD_pct,24.18,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,Bitcoin,TR_pct,88.39,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,Bitcoin,SR,1.37,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
overall_performance,Multi-Agents,TradingAgents,Bitcoin,MDD_pct,32.96,direct_result,False,,,False,paper_value_only_zero_credit,"No released native result lineage, exact input snapshot, or executable paper pipeline."
